Gender,AgeGroup,Program,Income,State,Device,OS,Browser,option,click
1,6,D,417436,CA,Mobile,Apple,Chrome,B,0
0,6,A,136300,CA,Mobile,Windows,Chrome,A,0
0,2,E,96878,NY,Desktop,Apple,Chrome,B,0
0,5,NA,154249,NJ,Desktop,Apple,Chrome,A,0
1,5,D,473663,NY,Mobile,Apple,Chrome,B,0
0,0,E,181591,NY,Tablet,Windows,Chrome,B,1
1,5,C,254274,NY,Mobile,Apple,Safari,B,0
1,2,D,194270,NY,Mobile,Windows,Chrome,B,0
1,3,C,342726,NJ,Desktop,Windows,Chrome,B,1
0,6,C,252634,NY,Mobile,Windows,Chrome,B,0
0,4,D,438656,NY,Desktop,Apple,Safari,B,0
1,3,E,439905,NY,Mobile,Apple,Chrome,B,0
0,6,D,400248,NJ,Desktop,Windows,Chrome,B,0
0,1,E,115681,NA,Mobile,Apple,Chrome,A,0
1,3,A,129290,NJ,Desktop,Windows,Chrome,B,0
0,3,D,404669,NJ,Mobile,Apple,Safari,B,0
1,3,D,492517,CA,Mobile,Windows,Chrome,B,0
1,4,D,331514,NY,Tablet,Windows,Chrome,B,0
1,3,E,421844,NY,Mobile,Apple,Chrome,B,0
0,5,E,307506,NA,Mobile,Windows,Chrome,B,0
1,4,E,216657,NJ,Mobile,Apple,Chrome,B,0
1,3,D,487824,TX,Desktop,Apple,Chrome,B,0
0,0,B,495199,NY,Desktop,Windows,Chrome,A,0
1,5,E,463139,NY,Mobile,Apple,Chrome,A,0
1,3,A,269887,NJ,Desktop,Apple,Chrome,B,0
0,3,C,176591,NY,Mobile,Apple,Chrome,B,0
1,3,D,262984,NJ,Desktop,Apple,Safari,A,0
0,3,A,58727,CA,Mobile,Windows,Chrome,B,1
0,2,E,121846,TX,Mobile,Apple,Chrome,B,0
0,0,D,454227,CA,Mobile,Windows,Chrome,B,0
0,5,E,147298,NY,Mobile,Apple,Safari,B,0
0,5,E,149058,NY,Desktop,Apple,Chrome,B,0
0,3,E,408341,NJ,Desktop,Apple,Chrome,B,0
1,4,A,394968,NY,Mobile,Apple,Chrome,A,0
0,1,D,299010,NY,Mobile,Apple,Chrome,A,1
0,5,E,110413,NY,Desktop,Apple,Safari,B,0
1,2,A,69217,NY,Mobile,Apple,Chrome,A,1
1,3,D,80933,CA,Mobile,Windows,Chrome,A,0
1,3,C,262876,NJ,Desktop,Apple,Chrome,A,0
0,1,A,149446,CA,Mobile,Apple,Opera,B,0
1,3,A,456402,NY,Tablet,Windows,Safari,B,0
1,1,D,351004,CA,Desktop,Apple,Safari,A,0
1,5,E,243109,CA,Desktop,Apple,Chrome,A,0
0,0,D,309170,NJ,Mobile,Apple,Chrome,A,0
1,3,E,206987,CA,Tablet,Windows,Chrome,A,0
1,6,NA,373336,NY,Mobile,Windows,Chrome,A,0
1,3,NA,350626,NY,Tablet,Windows,Chrome,B,1
1,2,D,495969,NY,Desktop,Windows,Opera,B,0
1,0,D,386295,NY,Mobile,Windows,Chrome,A,0
0,3,D,265039,NJ,Mobile,Windows,Chrome,B,0
1,2,D,170798,CA,Mobile,Apple,Chrome,A,0
1,3,E,342175,NJ,Desktop,Apple,Chrome,A,0
1,5,E,89674,CA,Mobile,Apple,Chrome,B,0
0,0,NA,365651,CA,Mobile,Windows,Chrome,A,0
0,3,D,276161,CA,Mobile,Apple,Chrome,A,0
1,6,E,333589,NY,Desktop,Windows,Chrome,A,0
1,3,E,124600,NJ,Mobile,Apple,Chrome,B,0
0,2,A,309312,CA,Mobile,Apple,Safari,B,0
0,5,E,136370,CA,Mobile,Windows,Chrome,B,0
1,4,A,176735,CA,Desktop,Apple,Safari,A,0
1,3,E,345758,NY,Mobile,Apple,Chrome,A,0
1,5,NA,153724,CA,Mobile,Windows,Safari,B,0
1,3,E,101717,CA,Desktop,Windows,Opera,B,0
1,4,A,138751,CA,Tablet,Apple,Chrome,A,0
0,1,E,105821,NJ,Mobile,Apple,Chrome,B,0
0,3,A,193033,NY,Desktop,Windows,Safari,A,0
0,2,NA,136258,CA,Desktop,Windows,Safari,A,0
0,3,A,319068,NA,Mobile,Windows,Safari,A,1
1,2,D,342370,NA,Desktop,Apple,Opera,A,0
0,3,C,114074,NY,Mobile,Apple,Chrome,A,0
0,NA,NA,467395,NY,Mobile,Apple,Chrome,A,0
0,0,E,413712,NJ,Mobile,Windows,Safari,B,1
1,3,B,112745,NY,Mobile,Apple,Safari,B,0
1,6,A,246776,NJ,Mobile,Apple,Chrome,A,0
0,3,E,125618,CA,Mobile,Apple,Safari,A,0
0,1,E,371092,NJ,Mobile,Windows,Chrome,A,0
0,0,A,402762,CA,Mobile,Windows,Safari,B,0
0,3,E,160941,CA,Desktop,Apple,Safari,B,0
0,4,C,461878,NJ,Mobile,Apple,Chrome,B,0
0,4,D,410095,CA,Mobile,Windows,Safari,A,0
1,5,E,109285,TX,Desktop,Apple,Safari,A,0
0,6,NA,475370,NY,Mobile,Windows,Chrome,B,0
0,5,D,295399,NY,Tablet,Windows,Chrome,B,0
1,3,A,476699,NY,Mobile,Apple,Chrome,A,0
1,2,C,58224,CA,Desktop,Windows,Opera,B,0
0,3,E,267605,NA,Mobile,Windows,Chrome,A,0
0,1,D,358650,CA,Mobile,Apple,Opera,B,0
1,2,E,455666,CA,Mobile,Windows,Opera,A,0
1,6,C,69263,NY,Desktop,Windows,Safari,A,0
1,2,A,153061,NJ,Mobile,Windows,Chrome,A,1
0,NA,C,200771,NA,Mobile,Windows,Chrome,B,0
0,6,D,219134,NY,Mobile,Apple,Chrome,A,0
1,0,C,219785,NA,Mobile,Apple,Chrome,B,0
0,4,E,497274,NJ,Mobile,Windows,Safari,B,0
0,4,D,468444,NY,Desktop,Windows,Chrome,A,0
1,4,E,498571,CA,Mobile,Apple,Chrome,A,0
0,3,A,184533,TX,Mobile,Apple,Safari,A,0
0,2,A,216912,NY,Mobile,Windows,Chrome,A,0
0,3,D,438170,NJ,Mobile,Apple,Chrome,A,0
0,3,D,182557,CA,Mobile,Windows,Chrome,B,0
0,1,E,118827,NJ,Tablet,Apple,Safari,A,0
1,4,E,321538,NJ,Desktop,Apple,Safari,A,1
0,4,E,245435,NA,Mobile,Windows,Chrome,B,1
0,5,D,345003,NJ,Mobile,Apple,Safari,B,0
0,4,D,76795,NJ,Mobile,Apple,Chrome,A,0
1,0,E,337319,CA,Mobile,Windows,Chrome,A,0
0,6,C,260970,NA,Desktop,Apple,Safari,B,1
1,2,D,369276,NY,Desktop,Windows,Chrome,A,0
1,2,D,242358,NY,Desktop,Windows,Chrome,A,0
0,4,D,461591,CA,Mobile,Windows,Chrome,A,0
0,3,E,304336,NJ,Mobile,Apple,Safari,B,0
1,5,D,116086,NY,Desktop,Windows,Chrome,A,0
1,4,E,248354,CA,Desktop,Windows,Chrome,B,0
1,1,E,462714,NY,Mobile,Apple,Chrome,B,0
1,6,E,472980,NY,Desktop,Apple,Chrome,A,0
1,4,NA,339371,NJ,Mobile,Apple,Safari,B,0
1,5,D,379263,NY,Desktop,Windows,Safari,B,0
0,3,NA,361917,NJ,Desktop,Windows,Chrome,A,0
0,3,E,437231,NJ,Tablet,Apple,Chrome,B,0
1,4,D,76099,NJ,Desktop,Apple,Chrome,B,0
0,1,D,76851,CA,Desktop,Windows,Safari,A,0
0,2,B,359724,CA,Desktop,Windows,Chrome,B,1
1,3,C,382957,NY,Desktop,Apple,Safari,A,0
1,2,E,170390,NY,Mobile,Windows,Chrome,B,0
1,6,E,50108,CA,Mobile,Windows,Chrome,B,0
0,1,D,439942,NJ,Desktop,Apple,Chrome,A,0
0,4,E,50718,CA,Mobile,Apple,Opera,A,0
1,6,C,411842,CA,Mobile,Apple,Chrome,A,0
0,3,D,66839,TX,Mobile,Apple,Chrome,B,0
1,1,C,124610,NJ,Desktop,Apple,Safari,B,0
1,2,E,480059,CA,Mobile,Apple,Opera,A,1
1,4,E,138715,CA,Desktop,Apple,Chrome,A,0
0,2,A,161878,CA,Desktop,Windows,Opera,B,0
1,4,D,135889,CA,Desktop,Windows,Safari,A,0
0,2,C,361712,NY,Mobile,Apple,Chrome,A,0
1,2,E,427286,NY,Desktop,Apple,Chrome,B,0
1,NA,D,246213,CA,Mobile,Windows,Chrome,A,0
1,6,E,301167,CA,Desktop,Apple,Chrome,A,0
1,1,D,226904,NJ,Mobile,Apple,Chrome,A,0
1,1,A,168905,CA,Desktop,Apple,Chrome,B,0
1,5,E,178259,NY,Mobile,Apple,Chrome,A,0
0,2,B,390987,NJ,Mobile,Apple,Safari,B,0
1,6,A,223375,NJ,Mobile,Apple,Safari,B,0
0,4,E,127750,NY,Desktop,Apple,Safari,B,0
1,6,D,245974,NJ,Mobile,Windows,Chrome,A,0
0,3,B,189709,NY,Mobile,Windows,Chrome,A,0
0,3,E,251080,NJ,Desktop,Apple,Chrome,B,0
0,3,E,467404,NY,Mobile,Windows,Chrome,B,0
1,4,E,167804,TX,Desktop,Windows,Safari,B,1
1,0,D,326066,CA,Desktop,Windows,Safari,B,0
1,6,A,381999,NJ,Tablet,Apple,Chrome,A,1
0,3,C,90839,NJ,Mobile,Windows,Chrome,B,0
1,2,E,426088,CA,Mobile,Apple,Safari,B,0
1,2,E,161755,NA,Mobile,Windows,Safari,B,0
0,3,NA,80679,NY,Mobile,Windows,Chrome,B,0
0,3,C,188041,NJ,Mobile,Apple,Chrome,B,0
0,2,C,80091,NJ,Mobile,Windows,Chrome,A,0
1,2,A,214220,NY,Mobile,Windows,Chrome,A,0
0,4,D,242477,NY,Desktop,Apple,Chrome,B,0
1,4,E,97460,NY,Mobile,Windows,Safari,A,0
1,2,D,272701,NY,Mobile,Apple,Safari,B,0
0,3,E,172788,NY,Mobile,Windows,Chrome,B,1
1,1,A,230983,TX,Desktop,Windows,Chrome,A,0
0,5,D,113666,CA,Mobile,Windows,Chrome,A,0
0,1,E,396002,NJ,Mobile,Apple,Chrome,A,0
0,3,E,397692,NY,Mobile,Windows,Opera,A,0
0,2,A,466794,CA,Mobile,Windows,Chrome,A,0
0,2,E,133850,NY,Tablet,Windows,Opera,B,0
0,3,E,212579,NY,Mobile,Apple,Chrome,B,0
1,1,A,168262,NY,Mobile,Windows,Chrome,A,0
0,4,C,338239,TX,Mobile,Windows,Chrome,B,0
1,3,A,429756,CA,Mobile,Windows,Safari,A,0
1,3,D,115313,CA,Desktop,Apple,Chrome,A,0
1,4,E,418925,NJ,Desktop,Apple,Safari,B,0
1,4,E,207340,CA,Mobile,Windows,Chrome,B,0
1,3,E,260422,CA,Mobile,Windows,Opera,B,0
0,2,E,211996,CA,Desktop,Apple,Chrome,B,1
0,3,A,347793,NA,Mobile,Apple,Chrome,B,0
1,1,E,140831,NY,Desktop,Apple,Safari,A,0
1,4,C,158564,NJ,Desktop,Apple,Chrome,B,0
0,1,A,186294,NJ,Desktop,Apple,Safari,B,1
0,5,D,456930,NJ,Mobile,Apple,Chrome,A,0
1,0,NA,454604,NY,Desktop,Apple,Safari,A,0
1,NA,E,168155,TX,Mobile,Windows,Safari,A,0
1,3,D,484447,NY,Mobile,Windows,Safari,A,0
1,4,D,75478,TX,Desktop,Windows,Chrome,A,0
1,5,E,311447,CA,Desktop,Windows,Safari,A,0
0,4,D,232066,TX,Desktop,Apple,Safari,A,0
0,3,E,118850,TX,Desktop,Windows,Chrome,B,0
1,4,E,184467,CA,Desktop,Windows,Chrome,A,0
1,5,A,51541,NJ,Mobile,Windows,Chrome,B,0
1,2,C,116009,CA,Mobile,Windows,Chrome,A,0
0,4,D,200685,CA,Mobile,Apple,Chrome,A,0
0,3,D,431275,NJ,Mobile,Apple,Safari,A,0
1,4,B,470408,CA,Desktop,Windows,Chrome,A,0
0,3,C,463271,NJ,Mobile,Apple,Chrome,A,0
0,2,D,339844,NJ,Mobile,Windows,Safari,B,0
1,4,E,180917,NY,Tablet,Apple,Chrome,B,0
0,1,D,298241,CA,Mobile,Apple,Chrome,A,0
1,3,A,454471,NY,Mobile,Apple,Opera,A,0
1,2,E,410831,NY,Mobile,Windows,Chrome,B,0
0,4,C,216274,CA,Mobile,Apple,Safari,A,0
0,6,D,353559,NY,Mobile,Apple,Chrome,A,1
1,2,E,82791,CA,Mobile,Apple,Chrome,B,0
0,6,D,207895,CA,Desktop,Apple,Opera,B,0
0,6,A,455428,NJ,Mobile,Apple,Chrome,A,0
1,4,E,414092,NY,Tablet,Windows,Chrome,A,0
0,4,D,158649,CA,Mobile,Apple,Chrome,B,0
1,6,NA,367195,NJ,Desktop,Apple,Chrome,B,0
1,0,D,299803,NY,Desktop,Windows,Chrome,A,0
0,3,D,418719,CA,Mobile,Windows,Safari,A,0
1,2,B,233844,TX,Desktop,Windows,Chrome,B,1
0,5,A,74175,CA,Tablet,Windows,Chrome,B,0
0,0,D,166603,NJ,Desktop,Apple,Safari,B,0
0,3,D,358541,NJ,Mobile,Apple,Chrome,A,0
1,3,E,103913,NJ,Desktop,Windows,Chrome,B,0
0,1,D,331615,NJ,Mobile,Apple,Chrome,B,0
0,4,C,438819,NY,Mobile,Windows,Chrome,B,0
1,1,E,260555,NJ,Mobile,Apple,Chrome,B,0
0,3,A,443419,CA,Mobile,Apple,Safari,A,0
0,5,E,102913,NY,Mobile,Apple,Chrome,A,0
0,2,E,427866,NJ,Mobile,Apple,Safari,A,0
0,3,A,336649,TX,Mobile,Windows,Chrome,B,1
0,3,C,224034,CA,Mobile,Apple,Opera,B,0
1,0,E,59770,CA,Mobile,Windows,Chrome,B,0
0,6,E,328805,NY,Mobile,Windows,Chrome,B,0
0,6,D,464551,NY,Desktop,Windows,Safari,B,0
0,0,D,188384,NA,Desktop,Windows,Chrome,B,1
0,3,NA,159570,NY,Mobile,Apple,Safari,A,0
0,1,NA,223633,CA,Desktop,Apple,Opera,B,0
0,3,D,497679,CA,Mobile,Apple,Chrome,A,0
0,3,D,250296,CA,Mobile,Windows,Chrome,A,1
0,4,B,456729,NY,Desktop,Windows,Safari,A,0
0,2,E,391352,TX,Tablet,Windows,Opera,A,0
1,3,E,379287,NJ,Mobile,Windows,Chrome,B,0
0,6,C,262520,NJ,Desktop,Windows,Chrome,B,0
0,3,E,441736,CA,Mobile,Apple,Opera,B,0
1,2,E,207544,CA,Mobile,Windows,Safari,A,0
1,3,A,197027,CA,Desktop,Apple,Safari,B,0
0,5,D,391514,CA,Desktop,Windows,Opera,B,0
1,4,D,184876,CA,Mobile,Windows,Chrome,A,1
1,3,D,213333,NY,Mobile,Windows,Chrome,B,0
1,0,E,269715,CA,Mobile,Apple,Safari,B,0
0,3,E,88875,NJ,Desktop,Apple,Chrome,B,0
1,3,E,353778,TX,Mobile,Windows,Chrome,A,0
1,2,A,86777,NY,Desktop,Windows,Safari,A,0
0,NA,E,213963,NJ,Desktop,Apple,Safari,A,0
1,2,D,241720,CA,Mobile,Apple,Chrome,A,0
0,3,A,365355,NY,Mobile,Windows,Chrome,A,0
1,2,E,107718,TX,Mobile,Windows,Chrome,B,0
1,1,D,87451,NA,Mobile,Windows,Chrome,B,0
0,3,D,108458,NY,Desktop,Windows,Chrome,A,0
0,3,D,182854,TX,Desktop,Apple,Chrome,B,0
0,5,E,122252,CA,Mobile,Apple,Opera,A,0
0,NA,E,313915,CA,Mobile,Windows,Chrome,B,0
0,4,A,77256,NY,Desktop,Apple,Safari,A,0
1,3,E,175051,NJ,Mobile,Windows,Chrome,B,0
0,4,C,463272,NJ,Mobile,Apple,Safari,B,0
1,4,D,182432,NY,Desktop,Apple,Chrome,B,0
1,2,D,85373,NJ,Mobile,Apple,Chrome,B,0
1,2,E,181414,CA,Desktop,Windows,Chrome,A,0
0,5,C,227512,CA,Mobile,Apple,Chrome,B,0
0,3,A,400901,CA,Mobile,Apple,Safari,A,0
0,4,C,439762,CA,Mobile,Apple,Chrome,A,0
1,4,C,251413,CA,Desktop,Windows,Chrome,A,0
1,3,E,51207,NJ,Mobile,Apple,Chrome,B,0
0,3,D,241498,NY,Tablet,Windows,Chrome,A,0
1,2,E,103500,CA,Mobile,Windows,Chrome,B,0
1,5,E,74354,NA,Mobile,Windows,Chrome,B,0
0,1,E,170154,NY,Desktop,Apple,Chrome,A,1
1,2,C,78428,CA,Mobile,Apple,Chrome,B,0
0,5,D,458665,NY,Mobile,Apple,Safari,B,0
0,2,E,335155,NJ,Mobile,Apple,Chrome,B,0
0,6,E,62195,TX,Desktop,Apple,Chrome,B,0
0,3,E,369262,NY,Tablet,Windows,Safari,B,0
1,6,D,192095,NA,Desktop,Apple,Safari,A,0
1,3,C,171181,TX,Mobile,Windows,Chrome,A,0
1,3,C,106236,NY,Mobile,Windows,Safari,B,0
1,5,E,179776,NJ,Mobile,Apple,Chrome,A,0
0,3,E,73431,CA,Mobile,Windows,Chrome,B,1
1,5,C,83660,NJ,Desktop,Windows,Safari,A,0
1,6,D,112938,CA,Mobile,Windows,Chrome,A,0
0,2,E,450667,NY,Desktop,Windows,Chrome,A,1
0,2,A,279769,CA,Mobile,Windows,Chrome,A,0
1,4,NA,65822,CA,Mobile,Apple,Chrome,A,0
0,4,D,184265,NJ,Mobile,Apple,Chrome,A,0
0,3,A,329568,CA,Mobile,Windows,Chrome,A,0
1,0,E,70494,NY,Desktop,Apple,Safari,B,0
1,3,E,66270,NJ,Desktop,Apple,Safari,B,0
0,4,E,263106,CA,Desktop,Apple,Chrome,B,0
0,6,E,398472,NY,Mobile,Apple,Chrome,B,0
0,3,E,357710,CA,Mobile,Apple,Chrome,A,1
1,2,A,376377,NY,Mobile,Windows,Safari,B,0
0,2,D,327726,NA,Desktop,Apple,Chrome,B,1
0,4,E,213892,NY,Desktop,Windows,Chrome,A,0
0,2,C,61620,TX,Mobile,Windows,Chrome,A,0
0,1,D,225486,CA,Desktop,Apple,Chrome,B,0
0,4,C,377849,NJ,Mobile,Windows,Chrome,A,0
0,4,E,435457,NJ,Desktop,Apple,Chrome,A,0
1,4,C,170861,NY,Mobile,Windows,Chrome,B,1
1,1,A,202086,NY,Mobile,Apple,Chrome,A,0
1,3,E,469961,NJ,Mobile,Windows,Opera,B,0
0,6,A,223765,CA,Mobile,Apple,Chrome,A,0
1,2,E,262207,NY,Mobile,Windows,Chrome,A,1
0,4,A,490856,CA,Desktop,Windows,Chrome,B,0
1,4,A,272689,CA,Mobile,Apple,Chrome,A,0
1,4,E,294940,CA,Mobile,Windows,Chrome,B,0
0,2,A,252701,NY,Mobile,Apple,Safari,A,0
0,3,B,305611,CA,Mobile,Windows,Opera,A,0
1,3,A,258673,NY,Mobile,Apple,Opera,A,0
0,3,C,91019,NY,Mobile,Apple,Chrome,A,0
0,4,D,394321,NY,Mobile,Apple,Safari,A,0
1,NA,E,391128,CA,Desktop,Windows,Safari,A,0
1,1,A,300373,NA,Desktop,Windows,Chrome,A,0
0,6,E,78758,NY,Mobile,Windows,Chrome,B,0
0,5,A,462681,CA,Desktop,Windows,Chrome,A,0
0,4,D,88865,CA,Desktop,Windows,Chrome,B,0
1,2,B,460129,CA,Desktop,Apple,Chrome,A,0
1,2,B,139136,NY,Mobile,Apple,Chrome,A,0
0,1,A,387393,NY,Desktop,Windows,Safari,A,0
1,5,NA,351390,CA,Tablet,Apple,Chrome,A,0
1,1,E,423059,TX,Desktop,Windows,Safari,B,0
1,6,E,101979,NY,Mobile,Apple,Chrome,B,0
1,2,A,243717,CA,Desktop,Apple,Safari,B,0
0,4,A,494238,NJ,Mobile,Apple,Chrome,A,0
1,4,E,342880,NY,Mobile,Windows,Chrome,A,0
0,4,E,66201,CA,Mobile,Apple,Opera,B,1
1,4,A,331024,NJ,Mobile,Apple,Chrome,A,0
1,0,E,379155,NJ,Mobile,Windows,Safari,B,0
1,4,A,173126,NY,Desktop,Windows,Chrome,B,0
0,2,A,297548,NY,Desktop,Windows,Chrome,A,0
0,3,D,160849,CA,Mobile,Windows,Chrome,A,0
1,4,C,166794,NY,Desktop,Windows,Safari,A,0
0,5,E,311421,CA,Mobile,Apple,Chrome,B,0
0,0,D,386524,NY,Mobile,Apple,Opera,B,1
0,2,C,334863,NJ,Desktop,Apple,Chrome,A,0
1,2,E,150595,CA,Desktop,Apple,Chrome,A,0
1,6,E,139420,NY,Mobile,Windows,Chrome,B,0
1,3,E,59837,CA,Mobile,Windows,Chrome,B,0
1,4,C,434978,CA,Desktop,Windows,Safari,B,0
0,2,E,60652,CA,Mobile,Windows,Safari,B,0
0,4,C,77011,TX,Mobile,Windows,Safari,A,0
1,1,A,68937,CA,Mobile,Apple,Chrome,A,0
1,4,E,126985,NY,Mobile,Apple,Safari,A,0
1,3,D,60126,CA,Mobile,Windows,Safari,B,0
0,5,D,462251,NY,Desktop,Windows,Safari,B,0
1,3,E,265912,CA,Mobile,Apple,Chrome,A,0
1,2,D,102839,NJ,Desktop,Apple,Chrome,A,0
1,2,D,239789,CA,Mobile,Windows,Chrome,B,0
0,3,D,71696,NJ,Mobile,Windows,Chrome,A,0
1,3,E,144976,NJ,Desktop,Windows,Chrome,A,0
0,0,NA,192375,NY,Mobile,Apple,Chrome,B,0
0,6,E,140129,NY,Mobile,Apple,Opera,B,0
0,1,C,483554,CA,Mobile,Apple,Chrome,B,0
0,5,D,297616,NJ,Mobile,Windows,Safari,B,0
1,3,E,52647,NY,Desktop,Apple,Opera,A,0
1,2,D,182863,NJ,Tablet,Apple,Safari,A,0
0,3,D,414439,NY,Desktop,Apple,Chrome,A,0
0,6,E,199077,TX,Tablet,Windows,Safari,A,0
0,3,NA,215677,NY,Mobile,Apple,Safari,A,0
1,2,D,271850,NY,Mobile,Windows,Safari,A,0
0,3,A,59998,NJ,Mobile,Windows,Safari,A,0
1,4,A,175506,CA,Desktop,Windows,Safari,B,0
0,5,E,359680,CA,Desktop,Windows,Safari,A,0
1,3,D,309504,CA,Tablet,Windows,Chrome,A,0
1,3,A,451127,NJ,Mobile,Apple,Opera,B,0
1,0,D,179526,CA,Mobile,Windows,Chrome,A,0
0,3,D,321148,CA,Mobile,Apple,Safari,B,0
1,5,B,440989,TX,Tablet,Windows,Opera,A,0
0,6,E,308014,NY,Mobile,Windows,Chrome,A,1
0,2,D,202590,CA,Desktop,Windows,Opera,B,1
0,0,D,382125,NY,Mobile,Windows,Chrome,A,0
0,2,D,387131,CA,Mobile,Windows,Chrome,B,0
1,0,B,461741,TX,Desktop,Windows,Chrome,A,0
1,3,E,306807,NY,Mobile,Windows,Chrome,A,0
1,6,A,102763,CA,Mobile,Windows,Chrome,A,0
1,5,A,127372,NY,Mobile,Windows,Chrome,A,0
0,0,B,56667,NY,Mobile,Apple,Chrome,A,1
0,4,C,249690,CA,Desktop,Apple,Chrome,B,0
1,4,D,314257,NJ,Desktop,Apple,Opera,B,0
1,4,C,377698,CA,Mobile,Apple,Safari,A,0
1,5,E,93504,TX,Tablet,Windows,Chrome,B,0
1,0,E,383721,NY,Mobile,Apple,Chrome,A,0
1,4,A,102713,NJ,Mobile,Windows,Safari,A,0
1,4,A,123953,CA,Mobile,Apple,Chrome,B,0
0,0,D,101462,CA,Mobile,Windows,Safari,B,0
0,5,D,286767,NJ,Mobile,Windows,Safari,A,0
1,2,E,328679,CA,Mobile,Windows,Opera,A,0
0,0,D,310622,NJ,Desktop,Apple,Safari,B,0
1,4,A,450392,NY,Mobile,Apple,Chrome,B,0
1,0,E,417726,CA,Mobile,Apple,Chrome,B,0
1,5,E,229934,NA,Mobile,Apple,Safari,A,0
1,4,C,476930,CA,Mobile,Windows,Safari,A,0
0,5,C,191203,NY,Desktop,Apple,Safari,B,0
1,3,D,406768,CA,Mobile,Windows,Safari,B,0
1,2,E,430023,CA,Mobile,Windows,Safari,A,1
1,2,D,356680,NJ,Mobile,Windows,Safari,A,0
1,1,E,109776,NJ,Desktop,Windows,Chrome,A,0
1,3,C,92703,NY,Desktop,Windows,Chrome,B,0
1,2,A,474824,NA,Desktop,Apple,Opera,B,0
1,2,A,444414,CA,Mobile,Apple,Chrome,B,0
0,1,E,144970,NJ,Mobile,Apple,Chrome,B,0
1,4,E,475976,NY,Desktop,Apple,Chrome,B,0
1,6,C,398932,CA,Desktop,Windows,Chrome,A,0
1,2,E,213858,CA,Mobile,Apple,Chrome,B,0
1,0,D,210708,NJ,Mobile,Apple,Chrome,B,0
0,4,D,145387,CA,Desktop,Apple,Chrome,B,0
0,3,D,88912,NY,Tablet,Apple,Safari,A,0
1,3,B,442697,CA,Desktop,Windows,Safari,B,0
1,3,E,202756,NJ,Desktop,Windows,Chrome,A,0
1,1,A,419662,NJ,Desktop,Windows,Safari,B,0
0,2,C,144574,CA,Mobile,Windows,Chrome,B,0
1,1,C,124132,NY,Desktop,Apple,Safari,B,0
1,1,A,74069,NY,Mobile,Windows,Safari,A,0
0,4,D,484914,CA,Desktop,Windows,Safari,A,0
1,0,D,495083,NA,Mobile,Apple,Chrome,B,0
0,2,NA,253338,CA,Desktop,Apple,Chrome,A,0
0,2,E,95883,NY,Mobile,Windows,Chrome,A,0
1,0,D,393622,CA,Mobile,Apple,Safari,B,0
1,1,E,293220,TX,Mobile,Windows,Chrome,B,0
1,2,C,263096,NY,Tablet,Apple,Chrome,B,0
1,2,D,281495,NY,Desktop,Apple,Chrome,B,0
0,6,D,147353,NA,Tablet,Windows,Chrome,A,0
0,1,E,55042,NJ,Mobile,Windows,Chrome,B,0
0,6,A,236624,NJ,Desktop,Windows,Safari,A,0
0,4,A,217513,NJ,Mobile,Windows,Safari,A,0
1,3,C,298432,NJ,Mobile,Windows,Safari,A,0
1,2,E,374564,CA,Tablet,Apple,Safari,A,0
0,0,D,120111,CA,Mobile,Apple,Chrome,A,1
0,5,C,376418,NA,Mobile,Windows,Chrome,B,1
1,3,A,283743,CA,Desktop,Apple,Chrome,B,0
0,4,E,309884,CA,Desktop,Windows,Chrome,B,0
1,5,E,396200,NY,Mobile,Apple,Opera,A,0
1,3,A,168477,NJ,Mobile,Apple,Safari,A,0
0,2,E,327829,TX,Desktop,Apple,Chrome,B,0
0,1,E,495005,CA,Mobile,Windows,Chrome,A,0
0,NA,D,72259,NY,Desktop,Apple,Chrome,A,0
0,1,C,158322,NY,Mobile,Windows,Chrome,B,0
0,1,E,217121,NY,Desktop,Apple,Chrome,B,0
1,4,A,226564,CA,Mobile,Windows,Chrome,A,0
0,4,C,268715,CA,Mobile,Apple,Safari,A,0
1,2,C,499481,CA,Desktop,Windows,Chrome,B,1
0,5,E,102239,NY,Mobile,Apple,Safari,B,0
0,4,A,479691,TX,Mobile,Windows,Safari,A,0
1,4,A,100965,TX,Desktop,Apple,Chrome,A,0
0,2,A,65273,NY,Mobile,Apple,Safari,A,0
1,1,C,114113,NY,Mobile,Apple,Safari,A,0
1,2,D,460077,NY,Mobile,Windows,Chrome,B,0
0,4,A,318645,NJ,Mobile,Apple,Chrome,A,0
1,5,C,292660,CA,Mobile,Windows,Chrome,A,0
1,3,A,472336,TX,Mobile,Windows,Opera,A,0
0,4,D,173064,CA,Mobile,Apple,Safari,A,0
0,0,E,74132,NY,Desktop,Windows,Safari,A,1
0,6,A,271615,TX,Mobile,Apple,Opera,A,0
0,3,A,219231,NY,Desktop,Apple,Safari,B,0
1,5,E,402588,TX,Tablet,Windows,Safari,A,0
1,4,NA,240522,CA,Mobile,Windows,Safari,B,0
0,2,NA,423022,TX,Mobile,Apple,Chrome,B,0
1,2,C,241805,CA,Mobile,Apple,Chrome,A,1
1,2,D,269579,NJ,Desktop,Apple,Safari,A,0
1,5,A,86847,CA,Mobile,Apple,Safari,A,0
0,1,A,209282,CA,Desktop,Windows,Chrome,A,0
0,1,C,482359,CA,Mobile,Apple,Opera,B,0
0,3,D,227385,CA,Desktop,Apple,Safari,A,0
1,2,NA,140981,NY,Mobile,Windows,Chrome,B,0
1,0,A,318227,NY,Mobile,Windows,Chrome,A,0
